,lead
10311,3-6205
10312,8-8953
10313,1-3984
10314,5-1363
10315,5-2361
10316,1-0112
10317,8-0672
10318,4-0075
10319,1-8424
10320,1-2970
10321,1-5196
10322,4-0515
10323,1-6702
10324,2-7278
10325,8-9261
10326,8-3416
10327,6-8236
10328,7-3897
10329,8-7734
10330,4-5574
10331,1-7472
10332,8-2536
10333,5-4847
10334,6-9233
10335,1-4375
10336,2-2164
10337,5-0046
10338,7-7230
10339,6-5904
10340,3-4488
10341,6-3988
10342,8-2795
10343,4-7893
10344,6-6693
10345,6-1637
10346,7-5842
10347,6-5113
10348,4-2054
10349,7-5337
10350,3-0529
10351,2-9896
10352,7-6675
10353,2-2276
10354,5-5452
10355,7-4993
10356,5-9370
10357,5-5866
10358,6-6695
10359,2-6210
10360,8-4163
10361,2-8833
10362,5-9131
10363,3-3030
10364,8-1378
10365,7-7613
10366,1-0418
10367,8-7590
10368,5-9228
10369,2-4982
10370,2-1822
10371,7-2012
10372,5-5950
10373,2-1901
10374,8-5215
10375,3-9120
10376,4-1705
10377,3-0979
10378,2-1989
10379,2-5642
10380,2-6074
10381,4-4501
10382,2-8373
10383,6-7188
10384,7-1797
10385,1-9662
10386,1-6904
10387,4-5286
10388,5-3527
10389,1-6164
10390,4-3991
10391,2-0635
10392,2-7724
10393,1-8874
10394,5-2869
10395,1-5596
10396,7-9447
10397,7-9987
10398,2-9895
10399,8-0221
10400,6-3662
10401,5-8585
10402,4-6439
10403,2-3684
10404,1-3384
10405,5-4560
10406,2-5907
10407,7-8441
10408,2-3310
10409,6-5809
10410,3-2064
10411,2-0737
10412,8-0029
10413,3-1740
10414,6-3282
10415,8-2825
10416,1-6587
10417,7-1888
10418,8-1609
10419,5-8662
10420,8-9264
10421,5-7830
10422,6-9618
10423,3-7670
10424,2-8982
10425,4-8234
10426,2-0811
10427,6-4383
10428,6-8730
10429,7-0773
10430,6-9773
10431,8-9010
10432,5-1280
10433,7-0231
10434,4-0452
10435,1-8035
10436,7-5039
10437,1-8843
10438,2-2801
10439,5-1456
10440,2-3183
10441,5-0819
10442,1-7773
10443,6-9117
10444,4-9993
10445,7-0640
10446,1-8658
10447,8-7796
10448,3-5717
10449,3-8932
10450,4-4995
10451,3-0700
10452,7-3614
10453,3-0965
10454,1-5740
10455,6-9793
10456,8-7989
10457,6-5643
10458,4-6129
10459,8-9023
10460,2-1907
10461,2-7687
10462,5-9184
10463,6-9983
10464,5-0052
10465,4-4036
10466,3-8544
10467,8-4197
10468,6-2457
10469,6-1382
10470,6-0915
10471,1-7760
10472,8-9980
10473,2-6127
10474,2-8077
10475,3-0020
10476,2-6457
10477,5-4250
10478,4-1169
10479,7-0226
10480,2-4917
10481,3-5771
10482,6-8508
10483,6-7490
10484,3-3673
10485,8-3142
10486,4-4785
10487,5-0511
10488,4-8503
10489,2-6568
10490,6-6094
10491,6-1118
10492,5-5030
10493,2-8956
10494,1-2982
10495,2-8873
10496,5-2193
10497,1-0336
10498,1-3855
10499,8-3008
10500,6-2091
10501,6-3135
10502,2-3667
10503,4-6380
10504,1-2009
10505,8-6887
10506,5-5893
10507,4-3549
10508,5-0460
10509,7-1433
10510,2-3094
10511,6-8052
10512,5-8824
10513,6-5099
10514,1-7492
10515,3-7335
10516,5-3753
10517,2-9772
10518,3-1895
10519,2-6707
10520,5-9851
10521,2-4775
10522,3-6369
10523,3-7070
10524,5-9905
10525,7-9040
10526,1-9397
10527,6-4664
10528,4-4216
10529,7-6325
10530,7-9007
10531,2-4218
10532,4-9179
10533,3-8029
10534,8-4529
10535,4-0416
10536,4-2604
10537,1-2273
10538,5-7071
10539,5-7414
10540,7-0083
10541,7-1289
10542,4-3693
10543,5-7350
10544,8-0486
10545,3-1146
10546,1-4763
10547,5-3332
10548,6-3144
10549,7-9696
10550,8-8269
10551,4-6491
10552,4-8084
10553,5-0277
10554,8-7196
10555,8-5803
10556,5-0297
10557,5-0034
10558,4-4128
10559,8-5303
10560,4-1813
10561,2-9273
10562,3-1715
10563,8-0667
10564,7-8132
10565,6-8898
10566,3-6471
10567,5-2131
10568,1-4366
10569,5-3430
10570,4-8287
10571,7-1666
10572,5-6233
10573,4-8265
10574,4-9123
10575,3-8177
10576,7-5091
10577,5-1287
10578,4-6788
10579,2-8442
10580,5-5872
10581,4-6055
10582,3-8771
10583,3-6820
10584,4-1015
10585,3-0537
10586,8-5125
10587,2-9607
10588,5-1722
10589,8-0797
10590,1-4368
10591,5-4030
10592,8-5452
10593,3-5139
10594,4-6394
10595,6-4898
10596,7-2323
10597,8-6882
10598,7-7008
10599,5-1933
10600,5-9940
10601,8-1608
10602,5-0171
10603,2-9484
10604,1-5306
10605,4-3905
10606,2-1370
10607,2-7817
10608,7-6073
10609,3-4776
10610,3-8749
10611,6-2834
10612,6-1945
10613,5-6429
10614,6-6433
10615,6-4031
10616,3-3829
10617,7-1500
10618,3-7031
10619,6-8214
10620,8-6220
10621,2-2496
10622,7-8982
10623,3-5836
10624,2-0198
10625,8-5497
10626,8-8733
10627,3-8000
10628,3-5937
10629,6-2149
10630,1-7091
10631,1-6888
10632,4-2859
10633,2-2744
10634,5-1481
10635,3-4749
10636,8-3572
10637,6-5559
10638,5-6902
10639,5-2936
10640,6-0424
10641,6-2282
10642,6-0107
10643,8-5724
10644,6-4163
10645,3-6406
10646,5-1740
10647,4-3890
10648,1-7899
10649,3-1555
10650,5-2143
10651,4-2679
10652,4-2430
10653,5-7894
10654,4-2135
10655,3-1147
10656,7-7081
10657,6-1640
10658,8-9435
10659,7-1615
10660,3-4234
10661,7-9841
10662,8-8841
10663,5-3623
10664,6-4259
10665,5-8336
10666,2-2759
10667,3-4192
10668,2-8529
10669,6-4542
10670,8-9857
10671,1-5444
10672,6-3080
10673,4-4405
10674,8-7103
10675,6-1254
10676,2-3832
10677,8-8319
10678,1-5902
10679,5-6081
10680,7-5118
10681,8-2463
10682,8-7085
10683,3-8246
10684,6-9330
10685,7-4286
10686,2-9752
10687,2-6658
10688,8-7844
10689,3-6941
10690,7-4386
10691,1-1632
10692,3-6912
10693,5-9818
10694,4-3044
10695,4-6565
10696,7-8979
10697,7-0445
10698,1-2692
10699,5-9714
10700,3-9560
10701,5-5074
10702,3-0941
10703,4-9317
10704,5-7536
10705,4-0821
10706,4-6353
10707,6-5681
10708,1-3159
10709,3-1927
10710,7-9852
10711,6-3035
10712,6-9184
10713,4-4505
10714,7-4004
10715,8-0014
10716,2-3825
10717,7-1691
10718,8-0877
10719,6-2143
10720,1-8525
10721,6-8028
10722,8-7453
10723,2-4977
10724,7-5790
10725,7-3382
10726,6-6833
10727,2-1469
10728,4-8796
10729,6-8990
10730,1-1878
10731,2-4519
10732,5-7821
10733,6-4673
10734,6-6897
10735,8-6366
10736,2-0793
10737,8-8710
10738,7-6426
10739,4-0450
10740,4-5919
10741,1-4052
10742,8-5636
10743,1-0397
10744,5-4075
10745,4-5812
10746,5-4420
10747,5-7720
10748,7-3274
10749,5-0622
10750,3-7422
10751,8-2246
10752,5-5350
10753,5-8361
10754,3-5684
10755,3-6516
10756,4-8817
10757,1-4629
10758,4-4735
10759,7-8124
10760,2-9500
10761,7-4982
10762,2-9454
10763,4-4409
10764,2-1871
10765,1-1486
10766,2-4089
10767,6-7215
10768,8-2452
10769,5-7823
10770,6-8515
10771,1-5884
10772,1-3327
10773,4-9598
10774,5-1279
10775,2-3325
10776,6-1706
10777,7-2872
10778,5-2969
10779,7-5893
10780,1-4067
10781,5-4685
10782,3-3454
10783,7-0850
10784,7-3575
10785,4-4532
10786,3-8031
10787,6-7460
10788,7-5398
10789,3-7232
10790,1-8142
10791,8-7008
10792,3-8557
10793,4-5225
10794,4-4638
10795,3-6083
10796,6-6025
10797,1-0249
10798,7-7557
10799,5-6774
10800,2-5169
10801,3-4197
10802,4-2665
10803,2-1189
10804,3-2863
10805,6-5408
10806,3-3065
10807,2-0835
10808,4-3853
10809,6-5535
10810,3-5100
10811,5-6136
10812,7-7349
10813,5-1003
10814,1-3649
10815,7-0583
10816,7-6878
10817,2-3020
10818,7-3652
10819,3-2652
10820,4-1580
10821,3-0570
10822,3-7553
10823,7-1268
10824,2-9162
10825,5-6650
10826,1-7784
10827,7-5819
10828,1-1452
10829,5-6459
10830,6-9854
10831,2-5810
10832,7-9134
10833,2-5643
10834,2-1720
10835,5-1495
10836,4-4195
10837,5-1980
10838,1-5469
10839,7-3266
10840,5-9712
10841,3-7652
10842,7-5272
10843,7-7273
10844,1-0142
10845,6-0530
10846,1-3917
10847,2-3864
10848,8-1872
10849,8-5855
10850,8-6131
10851,2-0563
10852,3-7614
10853,8-2357
10854,6-3625
10855,5-9374
10856,8-2628
10857,8-8735
10858,4-3345
10859,4-4572
10860,7-6364
10861,1-1069
10862,2-5010
10863,3-3283
10864,2-3885
10865,4-2639
10866,8-4614
10867,7-5057
10868,5-1545
10869,8-8590
10870,7-7700
10871,5-9805
10872,5-6276
10873,4-6009
10874,8-4436
10875,2-7683
10876,4-6942
10877,7-5528
10878,1-6947
10879,6-1250
10880,4-0046
10881,8-4758
10882,7-1473
10883,2-5516
10884,8-8561
10885,8-9887
10886,1-5938
10887,7-8252
10888,7-4536
10889,7-2459
10890,6-9285
10891,2-3665
10892,1-0590
10893,5-0691
10894,1-2266
10895,8-5283
10896,4-1423
10897,8-2967
10898,5-5715
10899,2-4236
10900,3-8706
10901,8-8255
10902,7-9557
10903,5-7920
10904,6-6183
10905,7-6802
10906,8-4984
10907,5-7091
10908,8-9144
10909,2-9718
10910,2-8133
10911,2-4002
10912,6-2701
10913,5-6185
10914,6-3127
10915,2-9999
10916,5-5577
10917,7-8037
10918,7-1277
10919,8-3993
10920,6-2627
10921,6-2087
10922,4-9769
10923,2-0747
10924,3-4850
10925,8-4571
10926,3-1350
10927,1-1592
10928,7-5370
10929,4-2557
10930,4-9149
10931,7-9707
10932,5-1419
10933,7-0967
10934,2-8011
10935,2-2037
10936,7-8290
10937,2-2046
10938,2-3267
10939,2-3749
10940,8-8900
10941,5-0073
10942,3-9996
10943,1-5176
10944,7-8664
10945,8-0349
10946,6-8982
10947,5-9373
10948,8-0977
10949,1-4676
10950,1-7312
10951,3-5613
10952,8-6484
10953,1-3524
10954,5-8795
10955,1-4357
10956,5-2457
10957,6-8627
10958,4-3107
10959,7-3478
10960,1-5780
10961,1-0159
10962,8-6201
10963,3-3507
10964,2-9560
10965,4-8917
10966,2-3247
10967,7-4956
10968,1-3004
10969,4-2938
10970,4-4402
10971,3-6637
10972,3-3569
10973,6-2065
10974,5-2427
10975,2-6937
10976,4-8164
10977,5-9778
10978,3-0552
10979,6-0220
10980,8-1975
10981,4-0847
10982,6-4963
10983,1-8279
10984,4-1335
10985,8-1429
10986,7-2566
10987,2-7323
10988,1-5549
10989,7-3354
10990,5-8150
10991,3-4904
10992,5-7226
10993,1-8436
10994,7-4471
10995,1-3270
10996,4-6483
10997,8-5700
10998,8-8869
10999,8-7599
11000,2-9908
11001,6-6054
11002,6-3574
11003,3-7966
11004,1-3108
11005,2-4086
11006,1-7125
11007,8-5388
11008,1-5332
11009,2-1811
11010,2-9820
11011,1-7952
11012,6-2299
11013,5-7642
11014,2-1553
11015,6-0089
11016,4-5612
11017,6-7390
11018,5-2305
11019,3-9167
11020,8-3875
11021,1-0190
11022,7-3150
11023,6-0687
11024,3-6068
11025,7-1984
11026,1-6146
11027,7-0673
11028,6-8388
11029,4-7681
11030,2-0794
11031,5-4702
11032,2-7883
11033,5-8426
11034,7-1257
11035,1-1475
11036,4-4679
11037,7-6393
11038,2-3784
11039,6-7381
11040,8-1040
11041,3-8382
11042,4-6132
11043,1-4567
11044,7-8993
11045,4-0105
11046,7-8288
11047,4-6558
11048,2-4999
11049,5-4358
11050,3-1085
11051,5-3536
11052,3-2855
11053,3-6954
11054,5-3754
11055,7-6713
11056,6-6470
11057,6-1077
11058,1-0197
11059,4-7976
11060,5-3530
11061,1-5923
11062,6-1624
11063,8-4719
11064,5-7132
11065,4-7234
11066,7-4813
11067,6-0218
11068,3-6178
11069,3-7859
11070,1-0596
11071,1-0787
11072,5-5628
11073,5-4258
11074,8-8169
11075,6-5750
11076,3-7513
11077,7-1922
11078,5-2514
11079,4-1143
11080,4-0062
11081,2-7659
11082,6-4886
11083,6-8316
11084,4-9439
11085,4-9820
11086,5-2763
11087,3-4353
11088,8-7034
11089,3-8441
11090,5-7186
11091,5-7342
11092,8-4932
11093,4-7429
11094,8-3418
11095,7-9726
11096,5-5778
11097,7-8660
11098,1-6145
11099,3-0804
11100,7-9272
11101,6-4079
11102,4-5290
11103,4-5381
11104,5-8286
11105,1-7658
11106,6-9891
11107,6-2465
11108,5-6744
11109,7-8631
11110,2-5358
11111,8-4818
11112,5-7728
11113,4-0532
11114,3-5162
11115,2-5122
11116,5-0405
11117,7-0500
11118,1-5631
11119,2-9578
11120,2-9335
11121,5-7466
11122,4-4459
11123,8-5237
11124,1-4431
11125,6-9486
11126,8-7929
11127,1-4999
11128,2-6731
11129,2-8951
11130,7-7354
11131,3-3496
11132,5-4761
11133,1-6244
11134,4-9294
11135,7-7646
11136,1-8334
11137,6-7880
11138,5-4897
11139,6-3531
11140,7-3965
11141,3-8570
11142,6-4395
11143,2-4214
11144,6-8206
11145,2-7229
11146,2-1448
11147,1-1983
11148,1-3838
11149,1-6935
11150,7-8451
11151,3-4729
11152,6-7501
11153,3-5644
11154,3-5645
11155,7-7829
11156,7-8133
11157,8-4636
11158,6-4632
11159,6-2952
11160,4-0254
11161,2-6806
11162,7-0394
11163,1-1814
11164,2-7901
11165,6-6565
11166,1-3099
11167,8-8946
11168,4-1941
11169,6-9588
11170,8-4299
11171,2-3873
11172,5-1929
11173,5-4698
11174,7-7941
11175,2-6712
11176,4-9497
11177,4-8957
11178,6-6386
11179,3-6272
11180,3-0958
11181,7-3601
11182,5-2087
11183,5-1010
11184,4-1175
11185,1-0818
11186,7-7320
11187,6-6151
11188,7-2958
11189,6-3132
11190,2-1691
11191,6-8160
11192,4-9281
11193,5-2092
11194,3-9060
11195,3-1985
11196,3-4617
11197,7-5427
11198,7-9416
11199,4-0872
11200,5-9171
11201,3-8017
11202,5-0535
11203,6-3260
11204,5-6049
11205,2-0522
11206,6-3262
11207,7-3854
11208,1-4468
11209,4-3144
11210,6-6624
11211,1-7310
11212,7-3612
11213,1-1977
11214,1-0140
11215,8-9121
11216,3-7488
11217,4-0008
11218,8-0928
11219,2-1794
11220,4-8122
11221,1-3481
11222,4-3862
11223,6-8399
11224,8-8573
11225,6-8579
11226,8-2131
11227,6-6344
11228,5-4755
11229,8-8038
11230,7-4559
11231,5-4085
11232,5-8893
11233,7-0025
11234,4-3631
11235,3-4524
11236,4-6837
11237,8-9468
11238,1-8135
11239,3-8368
11240,7-2750
11241,3-8307
11242,8-4793
11243,2-8432
11244,1-1942
11245,2-1291
11246,5-5405
11247,6-1985
11248,7-3650
11249,4-3481
11250,3-6625
11251,4-0909
11252,8-0819
11253,2-1298
11254,8-0810
11255,1-8834
11256,7-6872
11257,5-0562
11258,8-6792
11259,8-2864
11260,4-8924
11261,3-6294
11262,7-3550
11263,3-2450
11264,2-2001
11265,4-1728
11266,3-5468
11267,5-9573
11268,1-2539
11269,8-0045
11270,7-4519
11271,3-1341
11272,3-4097
11273,7-9110
11274,7-4740
11275,6-0967
11276,4-2764
11277,8-3495
11278,3-2106
11279,2-7671
11280,2-8474
11281,3-5421
11282,8-9380
11283,4-9515
11284,6-6520
11285,2-7096
11286,3-8175
11287,6-0037
11288,4-6589
11289,4-6416
11290,3-2570
11291,2-7239
11292,6-8425
11293,2-2013
11294,7-6768
11295,7-3862
11296,7-2567
11297,3-2463
11298,8-2844
11299,6-7907
11300,4-1720
11301,4-1353
11302,4-5846
11303,6-8963
11304,7-3563
11305,7-4812
11306,3-3958
11307,7-1265
11308,2-6459
11309,7-4342
11310,6-8936
11311,5-1509
11312,4-1074
11313,2-1118
11314,2-1758
11315,3-9292
11316,2-3712
11317,3-6674
11318,7-1441
11319,6-3718
11320,8-5438
11321,3-8439
11322,5-3065
11323,4-5856
11324,6-1820
11325,3-7455
11326,1-0232
11327,6-6847
11328,8-0081
11329,8-0874
11330,3-3143
11331,4-4134
11332,8-5240
11333,1-5493
11334,2-4870
11335,5-3104
11336,3-3663
11337,8-8139
11338,6-6382
11339,7-8822
11340,5-6642
11341,6-7668
11342,4-8005
11343,1-7680
11344,6-8636
11345,6-8043
11346,4-3775
11347,8-5032
11348,5-2844
11349,3-5115
11350,1-9172
11351,2-9662
11352,6-2454
11353,1-2633
11354,6-3199
11355,8-4651
11356,1-1040
11357,3-7685
11358,6-8179
11359,3-8766
11360,1-7152
11361,7-5498
11362,5-3307
11363,5-5373
11364,7-7154
11365,8-4538
11366,7-6742
11367,7-6384
11368,8-9823
11369,2-0828
11370,4-8120
11371,1-2062
11372,6-7738
11373,5-1922
11374,6-5189
11375,2-4859
11376,4-2467
11377,7-2087
11378,7-4488
11379,6-7604
11380,2-4621
11381,2-1676
11382,5-7409
11383,7-7196
11384,1-3047
11385,7-8771
11386,8-3960
11387,2-6363
11388,6-7170
11389,6-5541
11390,1-6807
11391,7-7220
11392,3-2991
11393,8-5357
11394,8-2979
11395,8-1367
11396,1-3010
11397,7-7974
11398,6-2966
11399,2-4889
11400,8-8514
11401,4-9409
11402,3-8366
11403,3-6069
11404,7-0138
11405,3-5762
11406,6-4689
11407,5-4877
11408,8-8318
11409,5-4279
11410,1-3285
11411,2-4686
11412,7-4611
11413,8-6770
11414,4-9903
11415,2-0960
11416,7-3597
11417,4-1723
11418,1-8730
11419,5-4134
11420,5-7035
11421,6-0583
11422,7-7190
11423,3-0112
11424,3-9183
11425,7-9549
11426,1-5417
11427,7-0283
11428,1-2189
11429,7-1071
11430,6-2751
11431,3-3238
11432,6-6284
11433,7-3782
11434,7-8389
11435,1-0024
11436,6-9200
11437,8-0356
11438,3-9707
11439,4-5038
11440,4-9688
11441,1-6381
11442,3-1086
11443,5-9816
11444,6-0993
11445,4-5283
11446,4-3123
11447,8-0082
11448,7-0311
11449,3-7663
11450,8-2835
11451,6-7673
11452,8-2248
11453,6-7370
11454,3-6315
11455,1-8349
11456,2-2701
11457,6-8895
11458,4-0788
11459,5-1788
11460,7-1540
11461,5-5883
11462,8-0188
11463,3-0381
11464,4-2477
11465,6-0066
11466,4-2440
11467,4-8282
11468,7-0603
11469,2-8645
11470,1-3578
11471,6-8091
11472,5-1514
11473,7-7748
11474,2-4264
11475,3-2379
11476,8-3652
11477,1-2280
11478,7-5391
11479,7-6615
11480,5-9205
11481,7-4423
11482,5-1105
11483,7-2851
11484,8-1014
11485,6-8823
11486,4-9407
11487,5-1047
11488,4-7701
11489,6-8876
11490,7-5420
11491,5-9365
11492,4-5027
11493,5-4537
11494,8-3702
11495,2-9343
11496,4-0432
11497,8-0957
11498,2-4374
11499,1-9675
11500,2-5690
11501,4-5485
11502,2-5463
11503,2-8732
11504,4-6620
11505,5-6187
11506,3-0784
11507,3-0191
11508,4-4184
11509,6-6389
11510,5-8667
11511,2-7917
11512,3-3997
11513,7-0124
11514,7-2651
11515,3-8130
11516,8-0415
11517,8-4051
11518,1-4160
11519,1-5438
11520,5-3412
11521,5-0345
11522,3-9366
11523,2-0220
11524,6-2583
11525,4-5824
11526,3-8395
11527,1-9785
11528,3-7069
11529,2-3923
11530,4-2667
11531,8-6823
11532,8-3360
11533,8-8373
11534,4-4256
11535,4-4316
11536,5-2680
11537,2-7781
11538,3-9882
11539,2-9544
11540,1-0713
11541,1-8668
11542,6-6885
11543,4-5699
11544,7-4161
11545,2-2904
11546,4-4014
11547,8-0794
11548,3-8926
11549,8-2757
11550,2-9320
11551,2-6277
11552,3-6309
11553,1-0084
11554,6-7898
11555,8-8533
11556,8-3359
11557,5-8388
11558,8-0893
11559,4-5178
11560,6-6848
11561,7-7571
11562,8-1791
11563,1-8756
11564,2-8602
11565,3-0023
11566,1-6552
11567,8-9159
11568,6-7812
11569,5-1425
11570,4-6870
11571,4-5134
11572,2-1587
11573,1-1653
11574,1-5272
11575,1-3679
11576,7-2150
11577,1-1620
11578,3-1979
11579,6-7436
11580,8-0394
11581,5-4917
11582,8-6680
11583,5-6231
11584,8-1307
11585,5-3703
11586,3-5604
11587,3-0174
11588,1-8917
11589,6-0805
11590,5-4735
11591,5-6953
11592,1-0464
11593,7-9541
11594,1-1339
11595,5-9391
11596,6-4465
11597,8-1925
11598,2-9927
11599,6-8880
11600,1-0321
11601,5-6945
11602,3-2856
11603,8-0807
11604,4-4896
11605,8-4088
11606,3-3591
11607,6-5765
11608,4-5146
11609,6-6285
11610,3-7690
11611,6-0689
11612,2-6438
11613,6-2073
11614,2-1072
11615,5-3618
11616,7-9500
11617,6-3245
11618,6-8421
11619,7-9760
11620,7-8986
11621,7-4197
11622,4-0860
11623,7-2681
11624,1-7581
11625,8-8821
11626,4-1802
11627,8-6202
11628,5-2474
11629,6-0573
11630,4-5072
11631,6-8357
11632,6-8130
11633,7-5380
11634,2-3550
11635,3-7075
11636,7-7088
11637,4-5518
11638,6-7416
11639,3-6077
11640,5-3489
11641,7-7119
11642,3-0467
11643,2-9016
11644,3-9692
11645,8-0621
11646,8-2928
11647,3-6904
11648,2-1838
11649,4-2223
11650,1-5286
11651,7-7239
11652,3-6435
11653,8-3569
11654,3-1851
11655,1-5540
11656,7-5539
11657,8-0053
11658,3-4448
11659,4-5948
11660,6-9271
11661,5-5558
11662,8-8926
11663,8-6507
11664,5-7050
11665,3-1800
11666,3-7935
11667,5-8403
11668,1-1367
11669,2-5400
11670,6-7000
11671,7-4232
11672,3-1779
11673,7-0661
11674,3-3014
11675,7-9273
11676,5-9253
11677,2-7051
11678,2-2619
11679,6-4254
11680,3-8934
11681,7-6084
11682,4-1192
11683,1-7997
11684,4-6395
11685,3-1358
11686,7-4153
11687,7-0916
11688,6-8992
11689,7-9231
11690,4-2626
11691,6-3699
11692,5-1106
11693,4-7882
11694,3-4979
11695,4-1829
11696,8-2884
11697,1-3535
11698,4-8551
11699,6-9250
11700,3-6519
11701,3-3708
11702,1-7568
11703,2-1688
11704,6-1021
11705,6-9797
11706,6-6009
11707,3-0602
11708,5-7365
11709,4-8433
11710,1-1820
11711,7-2956
11712,1-0582
11713,6-8373
11714,5-9736
11715,6-9547
11716,5-7886
11717,6-5797
11718,3-5496
11719,2-0200
11720,7-0863
11721,2-5254
11722,3-9398
11723,7-9188
11724,5-3906
11725,2-3339
11726,7-3034
11727,1-7644
11728,7-0327
11729,8-5592
11730,5-5057
11731,7-8750
11732,6-9197
11733,2-6073
11734,5-2229
11735,8-6229
11736,2-5420
11737,5-1011
11738,3-5715
11739,7-6371
11740,4-9454
11741,6-3379
11742,6-6477
11743,2-9581
11744,4-7023
11745,4-3146
11746,7-1497
11747,4-6324
11748,6-2516
11749,3-4650
11750,1-4013
11751,3-8563
11752,5-5302
11753,1-0403
11754,7-2572
11755,4-4362
11756,3-0730
11757,3-7874
11758,6-8305
11759,8-4240
11760,8-2734
11761,7-8557
11762,7-0913
11763,7-5470
11764,2-1183
11765,1-1052
11766,8-0427
11767,3-6441
11768,4-8696
11769,5-8935
11770,2-4393
11771,3-1580
11772,8-0619
11773,3-7059
11774,4-1281
11775,3-8617
11776,6-5423
11777,3-0440
11778,8-7542
11779,7-1981
11780,5-5292
11781,7-0119
11782,8-4657
11783,6-3096
11784,8-2496
11785,7-7736
11786,2-6378
11787,2-8236
11788,1-9352
11789,1-9433
11790,4-9485
11791,2-7862
11792,3-9116
11793,7-1573
11794,4-5191
11795,8-3102
11796,7-7299
11797,2-4847
11798,4-6659
11799,2-3802
11800,7-4017
11801,3-0242
11802,5-2269
11803,1-0476
11804,4-5899
11805,5-5467
11806,6-8039
11807,5-2720
11808,3-3019
11809,3-4567
11810,7-6971
11811,3-4510
11812,1-2181
11813,2-4646
11814,7-2657
11815,3-9924
11816,5-5683
11817,5-1915
11818,5-2838
11819,1-8248
11820,7-3409
11821,4-8142
11822,2-9414
11823,2-4685
11824,3-4871
11825,1-1951
11826,6-0219
11827,8-1860
11828,6-6001
11829,2-9612
11830,5-2988
11831,4-3316
11832,2-9413
11833,7-4913
11834,2-4198
11835,4-4073
11836,1-3619
11837,2-1059
11838,5-7470
11839,6-6825
11840,2-8581
11841,8-3440
11842,1-2852
11843,8-2549
11844,3-8866
11845,5-0359
11846,2-6310
11847,4-6899
11848,3-0334
11849,6-1357
11850,8-2706
11851,4-9282
11852,3-5450
11853,3-0842
11854,2-6300
11855,5-5604
11856,6-2793
11857,5-4409
11858,7-1121
11859,7-1623
11860,1-5986
11861,6-2077
11862,3-6740
11863,7-1671
11864,2-5529
11865,5-5780
11866,7-9576
11867,2-2960
11868,3-7891
11869,8-8722
11870,3-9399
11871,6-5989
11872,2-3502
11873,8-8971
11874,1-0090
11875,4-0210
11876,5-9324
11877,6-8607
11878,6-0511
11879,2-5210
11880,2-3549
11881,2-0026
11882,2-1221
11883,2-2775
11884,2-7233
11885,7-6454
11886,8-8504
11887,5-2609
11888,6-5058
11889,6-6984
11890,7-8776
11891,1-1317
11892,3-1562
11893,5-5280
11894,2-4987
11895,4-0032
11896,1-0935
11897,1-3257
11898,2-4869
11899,8-6818
11900,4-4987
11901,3-5849
11902,7-9337
11903,3-5826
11904,7-8346
11905,5-0141
11906,4-7125
11907,1-3560
11908,5-8767
11909,5-3597
11910,8-5631
11911,1-5412
11912,4-4704
11913,7-6141
11914,2-6194
11915,1-9078
11916,8-0666
11917,7-8520
11918,6-3910
11919,4-7750
11920,8-6144
11921,5-6216
11922,8-7568
11923,8-4034
11924,6-9640
11925,4-4181
11926,2-7134
11927,4-2456
11928,3-7218
11929,7-9143
11930,8-6349
11931,7-6654
11932,4-5076
11933,2-2620
11934,3-9758
11935,1-0714
11936,3-9433
11937,5-0164
11938,1-3267
11939,6-8802
11940,5-8654
11941,8-7697
11942,4-0306
11943,4-9955
11944,5-9773
11945,5-1428
11946,2-0318
11947,7-9682
11948,3-7901
11949,3-3947
11950,8-3835
11951,1-9476
11952,7-3663
11953,8-0009
11954,3-4576
11955,3-4104
11956,7-8418
11957,5-9041
11958,6-1981
11959,8-7080
11960,4-1653
11961,6-6033
11962,1-0655
11963,7-4112
11964,4-2329
11965,6-6168
11966,3-4710
11967,5-2549
11968,6-5635
11969,4-3605
11970,2-8082
11971,2-3365
11972,2-2323
11973,7-2219
11974,6-9884
11975,6-7997
11976,1-5404
11977,7-7574
11978,2-2990
11979,3-6241
11980,3-8819
11981,6-2373
11982,2-5252
11983,1-7276
11984,2-8998
11985,8-2657
11986,1-3472
11987,3-8474
11988,6-5576
11989,8-7206
11990,8-0417
11991,3-7790
11992,6-1362
11993,2-3385
11994,6-5646
11995,7-8582
11996,4-5561
11997,8-9673
11998,1-1742
11999,1-0174
12000,7-4672
12001,6-9152
12002,7-4661
12003,2-8844
12004,7-0787
12005,8-3987
12006,1-2596
12007,7-9466
12008,1-8587
12009,5-9307
12010,2-4181
12011,4-8206
12012,5-9790
12013,7-1701
12014,3-2050
12015,6-5467
12016,2-7012
12017,2-3884
12018,4-5029
12019,5-9215
12020,2-3171
12021,4-8711
12022,7-5166
12023,3-8960
12024,7-3321
12025,5-1716
12026,5-0653
12027,7-9440
12028,5-6102
12029,5-2645
12030,1-8184
12031,8-8808
12032,7-0367
12033,8-5921
12034,6-6071
12035,1-6876
12036,6-0044
12037,5-5263
12038,4-0212
12039,1-9993
12040,8-2290
12041,2-7502
12042,7-2853
12043,1-3475
12044,6-6215
12045,5-8812
12046,1-6480
12047,6-3670
12048,6-6980
12049,5-5336
12050,2-6801
12051,7-6699
12052,2-0806
12053,8-3107
12054,7-0366
12055,4-9470
12056,5-7346
12057,1-8038
12058,3-7228
12059,2-0390
